               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,,
 DSO 2      362,          ,          ,          ,          ,5.48E-01,3.49E-01,2.50E-01,2.06E-02,3676742,
 DSO 1      368,8.41E-01,-3.97E-01,1.389,2.14E-02,          ,          ,          ,          ,3680000,
 DSO 2      363,          ,          ,          ,          ,1.51E-01,-7.94E-03,4.68E-01,1.39E-02,3686742,
 DSO 1      369,6.67E-01,0,2.778,4.13E-02,          ,          ,          ,          ,3690000,
 DSO 2      364,          ,          ,          ,          ,1.51E-01,3.69E-01,3.49E-01,1.15E-02,3696742,
 DSO 1      370,8.10E-01,1.587,1.19,4.33E-02,          ,          ,          ,          ,3700000,
 DSO 2      365,          ,          ,          ,          ,5.16E-02,-1.27E-01,3.18E-02,7.14E-03,3706742,
 DSO 1      371,6.35E-01,-1.19,1.984,3.93E-02,          ,          ,          ,          ,3710000,
 DSO 2      366,          ,          ,          ,          ,4.48E-01,4.48E-01,3.49E-01,1.31E-02,3716742,
 DSO 1      372,1.032,-1.389,4.762,8.29E-02,          ,          ,          ,          ,3720000,
 DSO 2      367,          ,          ,          ,          ,1.71E-01,1.19E-02,4.48E-01,1.19E-02,3726742,
 DSO 1      373,7.78E-01,3.97E-01,1.587,6.71E-02,          ,          ,          ,          ,3730000,
 DSO 2      368,          ,          ,          ,          ,3.69E-01,1.71E-01,8.06E-01,1.23E-02,3736742,
 DSO 1      374,7.78E-01,2.778,3.373,8.10E-02,          ,          ,          ,          ,3740000,
 DSO 2      369,          ,          ,          ,          ,-2.78E-02,3.18E-02,1.91E-01,1.63E-02,3746742,
 DSO 1      375,6.03E-01,5.95E-01,2.381,3.53E-02,          ,          ,          ,          ,3750000,
 DSO 2      370,          ,          ,          ,          ,4.68E-01,1.51E-01,8.25E-01,1.91E-02,3756742,
 DSO 1      376,5.87E-01,-9.92E-01,3.175,4.92E-02,          ,          ,          ,          ,3760000,
 DSO 2      371,          ,          ,          ,          ,6.87E-01,3.69E-01,2.70E-01,1.35E-02,3766742,
 DSO 1      377,5.56E-01,1.19,4.167,5.32E-02,          ,          ,          ,          ,3770000,
 DSO 2      372,          ,          ,          ,          ,2.30E-01,5.16E-02,1.91E-01,8.73E-03,3776742,
 DSO 1      378,5.40E-01,-2.381,1.587,2.14E-02,          ,          ,          ,          ,3780000,
 DSO 2      373,          ,          ,          ,          ,9.13E-02,2.50E-01,-7.94E-03,3.18E-03,3786742,
 DSO 1      379,7.94E-01,-2.778,4.563,7.30E-02,          ,          ,          ,          ,3790000,
 DSO 2      374,          ,          ,          ,          ,2.70E-01,-1.87E-01,1.11E-01,7.14E-03,3796742,
 DSO 1      380,6.83E-01,3.77,1.587,7.90E-02,          ,          ,          ,          ,3800000,
 DSO 2      375,          ,          ,          ,          ,3.29E-01,7.14E-02,5.28E-01,1.15E-02,3806742,
 DSO 1      381,9.68E-01,0,3.968,1.01E-01,          ,          ,          ,          ,3810000,
 DSO 2      376,          ,          ,          ,          ,3.89E-01,3.69E-01,5.08E-01,3.18E-03,3816742,
 DSO 1      382,7.94E-01,1.389,1.19,4.52E-02,          ,          ,          ,          ,3820000,
 DSO 2      377,          ,          ,          ,          ,2.90E-01,1.11E-01,4.29E-01,1.47E-02,3826742,
 DSO 1      383,8.10E-01,7.94E-01,2.183,5.71E-02,          ,          ,          ,          ,3830000,
 DSO 2      378,          ,          ,          ,          ,9.13E-02,1.91E-01,3.69E-01,2.18E-02,3836742,
 DSO 1      384,5.24E-01,7.94E-01,4.96,3.33E-02,          ,          ,          ,          ,3840000,
 DSO 2      379,          ,          ,          ,          ,2.30E-01,1.71E-01,4.68E-01,1.55E-02,3846742,
 DSO 1      385,6.83E-01,-5.95E-01,1.786,6.31E-02,          ,          ,          ,          ,3850000,
 DSO 2      380,          ,          ,          ,          ,1.71E-01,-1.47E-01,5.87E-01,1.63E-02,3856742,
 DSO 1      386,6.98E-01,-1.98E-01,1.98E-01,5.52E-02,          ,          ,          ,          ,3860000,
 DSO 2      381,          ,          ,          ,          ,9.13E-02,3.29E-01,2.30E-01,9.52E-03,3866742,
 DSO 1      387,8.57E-01,2.579,9.92E-01,6.11E-02,          ,          ,          ,          ,3870000,
 DSO 2      382,          ,          ,          ,          ,2.30E-01,1.71E-01,2.70E-01,6.75E-03,3876742,
 DSO 1      388,9.21E-01,2.381,3.97E-01,5.12E-02,          ,          ,          ,          ,3880000,
 DSO 2      383,          ,          ,          ,          ,1.91E-01,2.50E-01,3.10E-01,9.92E-03,3886742,
 DSO 1      389,8.25E-01,3.77,0,6.31E-02,          ,          ,          ,          ,3890000,
 DSO 2      384,          ,          ,          ,          ,6.27E-01,1.31E-01,4.68E-01,5.16E-03,3896742,
 DSO 1      390,7.46E-01,2.976,2.183,5.52E-02,          ,          ,          ,          ,3900000,
 DSO 2      385,          ,          ,          ,          ,3.10E-01,9.13E-02,2.90E-01,1.19E-02,3906742,
 DSO 1      391,9.52E-01,-1.786,0,4.13E-02,          ,          ,          ,          ,3910000,
 DSO 2      386,          ,          ,          ,          ,4.09E-01,1.71E-01,5.68E-01,6.75E-03,3916742,
 DSO 1      392,7.46E-01,-1.98E-01,3.77,5.71E-02,          ,          ,          ,          ,3920000,
 DSO 2      387,          ,          ,          ,          ,4.09E-01,2.10E-01,3.49E-01,1.19E-02,3926742,
 DSO 1      393,7.62E-01,-9.92E-01,2.579,5.71E-02,          ,          ,          ,          ,3930000,
 DSO 2      388,          ,          ,          ,          ,3.69E-01,3.29E-01,4.88E-01,1.27E-02,3936742,
 DSO 1      394,4.92E-01,9.92E-01,2.579,4.13E-02,          ,          ,          ,          ,3940000,
 DSO 2      389,          ,          ,          ,          ,3.10E-01,9.13E-02,-2.46E-01,8.33E-03,3946742,
 DSO 1      395,6.83E-01,-2.183,3.77,2.94E-02,          ,          ,          ,          ,3950000,
 DSO 2      390,          ,          ,          ,          ,1.11E-01,3.89E-01,-1.87E-01,1.19E-02,3956742,
 DSO 1      396,6.83E-01,0,3.968,4.92E-02,          ,          ,          ,          ,3960000,
 DSO 2      391,          ,          ,          ,          ,5.16E-02,3.10E-01,5.48E-01,9.92E-03,3966742,
 DSO 1      397,9.84E-01,1.19,3.571,6.11E-02,          ,          ,          ,          ,3970000,
 DSO 2      392,          ,          ,          ,          ,4.29E-01,3.18E-02,3.69E-01,4.76E-03,3976742,
 DSO 1      398,7.94E-01,-9.92E-01,2.579,7.50E-02,          ,          ,          ,          ,3980000,
 DSO 2      393,          ,          ,          ,          ,1.71E-01,-7.94E-03,3.69E-01,1.35E-02,3986742,
 DSO 1      399,5.24E-01,9.92E-01,3.968,6.71E-02,          ,          ,          ,          ,3990000,
 DSO 2      394,          ,          ,          ,          ,3.69E-01,1.19E-02,4.29E-01,1.71E-02,3996742,
 DSO 1      400,4.76E-01,-2.976,5.754,5.71E-02,          ,          ,          ,          ,4000000,
 DSO 2      395,          ,          ,          ,          ,2.90E-01,3.49E-01,7.26E-01,1.15E-02,4006742,
 DSO 1      401,4.44E-01,-2.381,1.19,5.52E-02,          ,          ,          ,          ,4010000,
 DSO 2      396,          ,          ,          ,          ,2.10E-01,5.16E-02,6.47E-01,1.98E-02,4016742,
 DSO 1      402,7.14E-01,-1.984,-1.19,6.51E-02,          ,          ,          ,          ,4020000,
 DSO 2      397,          ,          ,          ,          ,1.31E-01,1.71E-01,2.30E-01,1.11E-02,4026742,
 DSO 1      403,6.19E-01,-3.97E-01,3.77,4.52E-02,          ,          ,          ,          ,4030000,
 DSO 2      398,          ,          ,          ,          ,3.89E-01,1.11E-01,-7.94E-03,9.92E-03,4036742,
 DSO 1      404,8.73E-01,3.373,5.952,5.91E-02,          ,          ,          ,          ,4040000,
 DSO 2      399,          ,          ,          ,          ,1.11E-01,1.91E-01,3.69E-01,8.73E-03,4046742,
 DSO 1      405,7.94E-01,-3.97E-01,2.778,8.89E-02,          ,          ,          ,          ,4050000,
 DSO 2      400,          ,          ,          ,          ,1.91E-01,3.69E-01,2.70E-01,793.7u   ,4056742,
 DSO 1      406,8.89E-01,2.381,4.167,8.29E-02,          ,          ,          ,          ,4060000,
 DSO 2      401,          ,          ,          ,          ,3.49E-01,2.50E-01,4.68E-01,1.59E-02,4066742,
 DSO 1      407,7.62E-01,2.381,5.95E-01,6.71E-02,          ,          ,          ,          ,4070000,
 DSO 2      402,          ,          ,          ,          ,2.30E-01,1.51E-01,1.51E-01,1.75E-02,4076742,
 DSO 1      408,4.76E-01,1.98E-01,3.571,5.71E-02,          ,          ,          ,          ,4080000,
 DSO 2      403,          ,          ,          ,          ,4.29E-01,-7.94E-03,4.48E-01,1.79E-02,4086742,
 DSO 1      409,7.78E-01,-5.95E-01,1.98E-01,5.12E-02,          ,          ,          ,          ,4090000,
 DSO 2      404,          ,          ,          ,          ,2.10E-01,2.30E-01,6.67E-01,1.75E-02,4096742,
 DSO 1      410,8.57E-01,9.92E-01,2.579,5.12E-02,          ,          ,          ,          ,4100000,
 DSO 2      405,          ,          ,          ,          ,5.68E-01,1.91E-01,3.29E-01,1.07E-02,4106742,
 DSO 1      411,7.62E-01,1.786,0,4.52E-02,          ,          ,          ,          ,4110000,
 DSO 2      406,          ,          ,          ,          ,3.29E-01,2.50E-01,1.71E-01,8.73E-03,4116742,
 DSO 1      412,8.89E-01,-9.92E-01,4.365,7.90E-02,          ,          ,          ,          ,4120000,
 DSO 2      407,          ,          ,          ,          ,5.16E-02,1.31E-01,3.49E-01,9.92E-03,4126742,
 DSO 1      413,9.37E-01,0,1.587,6.91E-02,          ,          ,          ,          ,4130000,
 DSO 2      408,          ,          ,          ,          ,2.30E-01,1.71E-01,7.14E-02,5.16E-03,4136742,
 DSO 1      414,6.67E-01,5.95E-01,9.92E-01,8.49E-02,          ,          ,          ,          ,4140000,
 DSO 2      409,          ,          ,          ,          ,4.09E-01,1.91E-01,9.13E-02,7.94E-03,4146742,
 DSO 1      415,8.10E-01,5.95E-01,-5.95E-01,8.29E-02,          ,          ,          ,          ,4150000,
 DSO 2      410,          ,          ,          ,          ,3.69E-01,3.18E-02,5.08E-01,2.02E-02,4156742,
 DSO 1      416,4.29E-01,-2.579,7.94E-01,5.71E-02,          ,          ,          ,          ,4160000,
 DSO 2      411,          ,          ,          ,          ,4.09E-01,3.29E-01,2.50E-01,1.63E-02,4166742,
 DSO 1      417,7.14E-01,-1.19,2.976,5.71E-02,          ,          ,          ,          ,4170000,
 DSO 2      412,          ,          ,          ,          ,3.69E-01,2.30E-01,5.08E-01,1.87E-02,4176742,
 DSO 1      418,7.14E-01,7.94E-01,1.389,5.71E-02,          ,          ,          ,          ,4180000,
 DSO 2      413,          ,          ,          ,          ,4.09E-01,2.10E-01,3.49E-01,1.59E-02,4186742,
 DSO 1      419,6.67E-01,0,2.579,4.92E-02,          ,          ,          ,          ,4190000,
 DSO 2      414,          ,          ,          ,          ,4.29E-01,-6.75E-02,1.91E-01,1.07E-02,4196742,
 DSO 1      420,7.14E-01,-1.98E-01,3.175,9.09E-02,          ,          ,          ,          ,4200000,
 DSO 2      415,          ,          ,          ,          ,2.90E-01,-4.76E-02,2.90E-01,7.14E-03,4206742,
 DSO 1      421,9.05E-01,-1.389,-5.95E-01,9.88E-02,          ,          ,          ,          ,4210000,
 DSO 2      416,          ,          ,          ,          ,2.30E-01,3.18E-02,3.89E-01,8.73E-03,4216742,
 DSO 1      422,8.73E-01,5.95E-01,3.571,7.90E-02,          ,          ,          ,          ,4220000,
 DSO 2      417,          ,          ,          ,          ,3.89E-01,1.19E-02,1.11E-01,9.92E-03,4226742,
 DSO 1      423,5.24E-01,1.786,7.94E-01,6.51E-02,          ,          ,          ,          ,4230000,
 DSO 2      418,          ,          ,          ,          ,3.69E-01,1.11E-01,3.29E-01,1.79E-02,4236742,
 DSO 1      424,7.30E-01,1.587,1.786,3.93E-02,          ,          ,          ,          ,4240000,
 DSO 2      419,          ,          ,          ,          ,2.70E-01,2.50E-01,7.86E-01,1.63E-02,4246742,
 DSO 1      425,7.62E-01,-2.579,1.19,6.91E-02,          ,          ,          ,          ,4250000,
 DSO 2      420,          ,          ,          ,          ,1.51E-01,2.70E-01,3.69E-01,1.98E-02,4256742,
 DSO 1      426,5.56E-01,-7.94E-01,3.175,9.52E-03,          ,          ,          ,          ,4260000,
 DSO 2      421,          ,          ,          ,          ,1.71E-01,2.30E-01,2.10E-01,2.18E-02,4266742,
 DSO 1      427,6.51E-01,-1.19,-1.19,5.12E-02,          ,          ,          ,          ,4270000,
 DSO 2      422,          ,          ,          ,          ,5.28E-01,4.29E-01,9.13E-02,9.92E-03,4276742,
 DSO 1      428,5.87E-01,-1.587,3.373,7.30E-02,          ,          ,          ,          ,4280000,
 DSO 2      423,          ,          ,          ,          ,2.50E-01,9.13E-02,3.89E-01,7.54E-03,4286742,
 DSO 1      429,8.10E-01,-1.984,1.19,7.50E-02,          ,          ,          ,          ,4290000,
 DSO 2      424,          ,          ,          ,          ,3.89E-01,5.16E-02,5.68E-01,9.92E-03,4296742,
 DSO 1      430,6.83E-01,-1.389,2.579,5.71E-02,          ,          ,          ,          ,4300000,
 DSO 2      425,          ,          ,          ,          ,4.09E-01,3.49E-01,1.31E-01,2.06E-02,4306742,
 DSO 1      431,8.25E-01,4.96,4.167,9.09E-02,          ,          ,          ,          ,4310000,
 DSO 2      426,          ,          ,          ,          ,5.48E-01,-8.73E-02,3.49E-01,1.51E-02,4316742,
 DSO 1      432,8.57E-01,5.95E-01,4.96,1.05E-01,          ,          ,          ,          ,4320000,
 DSO 2      427,          ,          ,          ,          ,1.11E-01,3.18E-02,6.27E-01,1.63E-02,4326742,
 DSO 1      433,5.71E-01,-3.175,2.381,6.31E-02,          ,          ,          ,          ,4330000,
 DSO 2      428,          ,          ,          ,          ,3.49E-01,9.13E-02,5.28E-01,1.11E-02,4336742,
 DSO 1      434,4.76E-01,-1.98E-01,4.762,3.14E-02,          ,          ,          ,          ,4340000,
 DSO 2      429,          ,          ,          ,          ,5.08E-01,1.31E-01,1.19E-02,1.51E-02,4346742,
 DSO 1      435,5.40E-01,1.19,2.381,6.71E-02,          ,          ,          ,          ,4350000,
 DSO 2      430,          ,          ,          ,          ,2.90E-01,4.29E-01,-2.78E-02,7.14E-03,4356742,
 DSO 1      436,7.46E-01,-3.97E-01,4.96,2.34E-02,          ,          ,          ,          ,4360000,
 DSO 2      431,          ,          ,          ,          ,-1.27E-01,3.29E-01,3.10E-01,1.27E-02,4366742,
 DSO 1      437,9.21E-01,-9.92E-01,2.976,5.52E-02,          ,          ,          ,          ,4370000,
 DSO 2      432,          ,          ,          ,          ,3.69E-01,2.70E-01,2.50E-01,9.13E-03,4376742,
 DSO 1      438,7.94E-01,-7.94E-01,1.98E-01,4.52E-02,          ,          ,          ,          ,4380000,
 DSO 2      433,          ,          ,          ,          ,4.88E-01,3.29E-01,2.90E-01,1.83E-02,4386742,
 DSO 1      439,6.03E-01,2.579,3.571,8.89E-02,          ,          ,          ,          ,4390000,
 DSO 2      434,          ,          ,          ,          ,3.29E-01,4.88E-01,3.89E-01,1.55E-02,4396742,
 DSO 1      440,8.73E-01,2.183,2.381,6.31E-02,          ,          ,          ,          ,4400000,
 DSO 2      435,          ,          ,          ,          ,3.49E-01,2.10E-01,4.29E-01,7.94E-03,4406742,
 DSO 1      441,7.62E-01,-1.786,3.77,5.12E-02,          ,          ,          ,          ,4410000,
 DSO 2      436,          ,          ,          ,          ,2.90E-01,5.16E-02,6.67E-01,1.98E-02,4416742,
 DSO 1      442,8.10E-01,-7.94E-01,3.175,4.72E-02,          ,          ,          ,          ,4420000,
 DSO 2      437,          ,          ,          ,          ,3.29E-01,7.14E-02,4.68E-01,1.87E-02,4426742,
 DSO 1      443,7.30E-01,0,3.175,7.30E-02,          ,          ,          ,          ,4430000,
 DSO 2      438,          ,          ,          ,          ,3.18E-02,3.69E-01,1.11E-01,1.43E-02,4436742,
 DSO 1      444,6.35E-01,7.94E-01,2.381,5.91E-02,          ,          ,          ,          ,4440000,
 DSO 2      439,          ,          ,          ,          ,1.11E-01,1.71E-01,1.71E-01,1.27E-02,4446742,
 DSO 1      445,9.05E-01,-1.389,-9.92E-01,1.01E-01,          ,          ,          ,          ,4450000,
 DSO 2      440,          ,          ,          ,          ,2.10E-01,9.13E-02,2.70E-01,4.37E-03,4456742,
 DSO 1      446,7.78E-01,-2.976,1.587,4.92E-02,          ,          ,          ,          ,4460000,
 DSO 2      441,          ,          ,          ,          ,4.09E-01,1.71E-01,1.71E-01,1.55E-02,4466742,
 DSO 1      447,6.51E-01,3.968,1.786,1.11E-01,          ,          ,          ,          ,4470000,
 DSO 2      442,          ,          ,          ,          ,2.90E-01,2.30E-01,5.08E-01,6.75E-03,4476742,
 DSO 1      448,8.41E-01,7.94E-01,2.778,7.30E-02,          ,          ,          ,          ,4480000,
 DSO 2      443,          ,          ,          ,          ,5.68E-01,4.09E-01,3.10E-01,1.47E-02,4486742,
 DSO 1      449,7.78E-01,-2.381,1.587,3.14E-02,          ,          ,          ,          ,4490000,
 DSO 2      444,          ,          ,          ,          ,3.29E-01,1.19E-02,2.70E-01,1.75E-02,4496742,
 DSO 1      450,6.83E-01,-3.571,9.92E-01,3.14E-02,          ,          ,          ,          ,4500000,
 DSO 2      445,          ,          ,          ,          ,4.88E-01,1.71E-01,2.30E-01,1.63E-02,4506742,
 DSO 1      451,6.19E-01,-5.95E-01,-9.92E-01,5.12E-02,          ,          ,          ,          ,4510000,
 DSO 2      446,          ,          ,          ,          ,2.90E-01,3.10E-01,6.67E-01,1.55E-02,4516742,
 DSO 1      452,8.25E-01,3.97E-01,4.563,4.52E-02,          ,          ,          ,          ,4520000,
 DSO 2      447,          ,          ,          ,          ,2.30E-01,9.13E-02,3.10E-01,7.94E-03,4526742,
