               ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 1     ,DSO 2     ,DSO 2     ,DSO 2     ,DSO 2     ,,
Sample         ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,Channel1  ,Channel2  ,Channel3  ,Channel4  ,,
 DSO 1     3588,2.095,3.175,-2.976,4.05E-02,          ,          ,          ,          ,35880000,
 DSO 2     3583,          ,          ,          ,          ,1.91E-01,1.19E-02,5.08E-01,1.98E-02,35888088,
 DSO 1     3589,2.222,-1.587,-5.95E-01,4.76E-02,          ,          ,          ,          ,35890000,
 DSO 2     3584,          ,          ,          ,          ,1.51E-01,3.69E-01,3.49E-01,1.98E-03,35898088,
 DSO 1     3590,2.048,0,7.94E-01,3.21E-02,          ,          ,          ,          ,35900000,
 DSO 2     3585,          ,          ,          ,          ,3.18E-02,-1.27E-01,1.19E-02,396.8u   ,35908088,
 DSO 1     3591,2,-2.778,1.389,2.14E-02,          ,          ,          ,          ,35910000,
 DSO 2     3586,          ,          ,          ,          ,4.29E-01,4.29E-01,3.69E-01,1.39E-02,35918088,
 DSO 1     3592,2.079,-3.571,1.389,1.55E-02,          ,          ,          ,          ,35920000,
 DSO 2     3587,          ,          ,          ,          ,1.51E-01,1.19E-02,4.48E-01,1.83E-02,35928088,
 DSO 1     3593,1.873,-2.976,2.976,2.50E-02,          ,          ,          ,          ,35930000,
 DSO 2     3588,          ,          ,          ,          ,3.49E-01,1.91E-01,8.06E-01,1.55E-02,35938088,
 DSO 1     3594,2.063,-1.98E-01,1.389,2.14E-02,          ,          ,          ,          ,35940000,
 DSO 2     3589,          ,          ,          ,          ,-4.76E-02,3.18E-02,2.10E-01,1.79E-02,35948088,
 DSO 1     3595,2.333,9.92E-01,-1.389,7.14E-03,          ,          ,          ,          ,35950000,
 DSO 2     3590,          ,          ,          ,          ,4.48E-01,1.31E-01,7.86E-01,1.15E-02,35958088,
 DSO 1     3596,2.19,-5.95E-01,1.98E-01,2.14E-02,          ,          ,          ,          ,35960000,
 DSO 2     3591,          ,          ,          ,          ,6.67E-01,3.89E-01,2.90E-01,1.15E-02,35968088,
 DSO 1     3597,2.175,5.95E-01,0,2.38E-02,          ,          ,          ,          ,35970000,
 DSO 2     3592,          ,          ,          ,          ,1.91E-01,5.16E-02,2.10E-01,1.15E-02,35978088,
 DSO 1     3598,1.937,0,-2.778,2.50E-02,          ,          ,          ,          ,35980000,
 DSO 2     3593,          ,          ,          ,          ,7.14E-02,2.90E-01,-2.78E-02,4.37E-03,35988088,
 DSO 1     3599,1.968,-3.373,1.984,1.31E-02,          ,          ,          ,          ,35990000,
 DSO 2     3594,          ,          ,          ,          ,2.90E-01,-1.67E-01,5.16E-02,3.18E-03,35998088,
 DSO 1     3600,1.825,-2.778,1.98E-01,3.21E-02,          ,          ,          ,          ,36000000,
 DSO 2     3595,          ,          ,          ,          ,2.70E-01,1.31E-01,4.88E-01,7.54E-03,36008088,
 DSO 1     3601,2.317,-3.77,1.984,3.93E-02,          ,          ,          ,          ,36010000,
 DSO 2     3596,          ,          ,          ,          ,3.49E-01,3.89E-01,5.08E-01,1.19E-03,36018088,
 DSO 1     3602,2.175,0,3.571,2.98E-02,          ,          ,          ,          ,36020000,
 DSO 2     3597,          ,          ,          ,          ,2.70E-01,1.11E-01,3.89E-01,1.91E-02,36028088,
 DSO 1     3603,2.222,9.92E-01,-1.786,4.17E-02,          ,          ,          ,          ,36030000,
 DSO 2     3598,          ,          ,          ,          ,7.14E-02,1.91E-01,3.49E-01,2.58E-02,36038088,
 DSO 1     3604,1.984,-1.587,1.587,2.86E-02,          ,          ,          ,          ,36040000,
 DSO 2     3599,          ,          ,          ,          ,2.10E-01,1.91E-01,4.68E-01,1.67E-02,36048088,
 DSO 1     3605,1.968,-1.98E-01,-1.19,5.00E-02,          ,          ,          ,          ,36050000,
 DSO 2     3600,          ,          ,          ,          ,1.91E-01,-1.47E-01,6.07E-01,1.67E-02,36058088,
 DSO 1     3606,2.286,1.984,-3.97E-01,4.76E-02,          ,          ,          ,          ,36060000,
 DSO 2     3601,          ,          ,          ,          ,7.14E-02,3.49E-01,2.10E-01,1.07E-02,36068088,
 DSO 1     3607,1.619,-1.786,-3.77,4.05E-02,          ,          ,          ,          ,36070000,
 DSO 2     3602,          ,          ,          ,          ,2.10E-01,1.91E-01,2.30E-01,8.73E-03,36078088,
 DSO 1     3608,1.921,-1.19,1.587,3.33E-02,          ,          ,          ,          ,36080000,
 DSO 2     3603,          ,          ,          ,          ,1.51E-01,2.50E-01,2.70E-01,1.27E-02,36088088,
 DSO 1     3609,1.952,-4.96,1.19,2.86E-02,          ,          ,          ,          ,36090000,
 DSO 2     3604,          ,          ,          ,          ,6.07E-01,1.71E-01,4.48E-01,8.73E-03,36098088,
 DSO 1     3610,2.048,1.786,1.587,2.26E-02,          ,          ,          ,          ,36100000,
 DSO 2     3605,          ,          ,          ,          ,3.49E-01,9.13E-02,2.70E-01,1.19E-02,36108088,
 DSO 1     3611,1.873,7.94E-01,-5.95E-01,3.93E-02,          ,          ,          ,          ,36110000,
 DSO 2     3606,          ,          ,          ,          ,3.89E-01,1.71E-01,5.68E-01,5.56E-03,36118088,
 DSO 1     3612,2.206,-7.94E-01,7.94E-01,2.62E-02,          ,          ,          ,          ,36120000,
 DSO 2     3607,          ,          ,          ,          ,4.09E-01,2.30E-01,3.29E-01,1.19E-02,36128088,
 DSO 1     3613,2.016,-9.92E-01,-2.183,2.50E-02,          ,          ,          ,          ,36130000,
 DSO 2     3608,          ,          ,          ,          ,3.10E-01,3.69E-01,5.08E-01,1.27E-02,36138088,
 DSO 1     3614,2,5.95E-01,-9.92E-01,3.81E-02,          ,          ,          ,          ,36140000,
 DSO 2     3609,          ,          ,          ,          ,2.90E-01,1.31E-01,-2.46E-01,8.73E-03,36148088,
 DSO 1     3615,2.111,-5.95E-01,-1.389,3.93E-02,          ,          ,          ,          ,36150000,
 DSO 2     3610,          ,          ,          ,          ,9.13E-02,3.69E-01,-1.87E-01,1.19E-02,36158088,
 DSO 1     3616,1.857,-3.175,4.365,3.81E-02,          ,          ,          ,          ,36160000,
 DSO 2     3611,          ,          ,          ,          ,1.19E-02,3.10E-01,5.28E-01,8.73E-03,36168088,
 DSO 1     3617,2.063,-5.357,1.98E-01,2.50E-02,          ,          ,          ,          ,36170000,
 DSO 2     3612,          ,          ,          ,          ,4.48E-01,1.19E-02,3.89E-01,3.97E-03,36178088,
 DSO 1     3618,2.079,-7.94E-01,3.968,3.93E-02,          ,          ,          ,          ,36180000,
 DSO 2     3613,          ,          ,          ,          ,1.31E-01,3.18E-02,3.49E-01,1.47E-02,36188088,
 DSO 1     3619,1.921,-1.587,2.976,2.98E-02,          ,          ,          ,          ,36190000,
 DSO 2     3614,          ,          ,          ,          ,3.89E-01,3.18E-02,4.29E-01,1.71E-02,36198088,
 DSO 1     3620,1.921,-2.778,-1.587,4.52E-02,          ,          ,          ,          ,36200000,
 DSO 2     3615,          ,          ,          ,          ,2.70E-01,3.49E-01,7.26E-01,1.19E-02,36208088,
 DSO 1     3621,2.19,-3.97E-01,-9.92E-01,3.93E-02,          ,          ,          ,          ,36210000,
 DSO 2     3616,          ,          ,          ,          ,1.71E-01,1.11E-01,6.47E-01,1.94E-02,36218088,
 DSO 1     3622,2.254,-1.984,-1.786,3.10E-02,          ,          ,          ,          ,36220000,
 DSO 2     3617,          ,          ,          ,          ,1.31E-01,1.91E-01,1.91E-01,9.92E-03,36228088,
 DSO 1     3623,2.222,-1.587,-3.373,4.29E-02,          ,          ,          ,          ,36230000,
 DSO 2     3618,          ,          ,          ,          ,3.89E-01,1.51E-01,-7.94E-03,9.52E-03,36238088,
 DSO 1     3624,1.794,-1.19,7.94E-01,3.33E-02,          ,          ,          ,          ,36240000,
 DSO 2     3619,          ,          ,          ,          ,1.31E-01,2.30E-01,3.89E-01,6.75E-03,36248088,
 DSO 1     3625,1.968,-5.357,7.94E-01,3.33E-02,          ,          ,          ,          ,36250000,
 DSO 2     3620,          ,          ,          ,          ,1.91E-01,3.89E-01,2.70E-01,6.656n   ,36258088,
 DSO 1     3626,2.127,-3.97E-01,3.373,4.17E-02,          ,          ,          ,          ,36260000,
 DSO 2     3621,          ,          ,          ,          ,3.29E-01,2.50E-01,4.68E-01,1.67E-02,36268088,
 DSO 1     3627,2.016,-1.786,1.19,2.62E-02,          ,          ,          ,          ,36270000,
 DSO 2     3622,          ,          ,          ,          ,2.10E-01,1.71E-01,1.31E-01,1.75E-02,36278088,
 DSO 1     3628,1.968,7.94E-01,-9.92E-01,2.14E-02,          ,          ,          ,          ,36280000,
 DSO 2     3623,          ,          ,          ,          ,4.09E-01,1.19E-02,4.29E-01,1.79E-02,36288088,
 DSO 1     3629,2.079,-3.373,-2.183,2.62E-02,          ,          ,          ,          ,36290000,
 DSO 2     3624,          ,          ,          ,          ,2.10E-01,2.50E-01,6.67E-01,1.79E-02,36298088,
 DSO 1     3630,2.175,9.92E-01,1.389,4.05E-02,          ,          ,          ,          ,36300000,
 DSO 2     3625,          ,          ,          ,          ,5.48E-01,1.91E-01,3.10E-01,1.15E-02,36308088,
 DSO 1     3631,2.19,1.389,-5.159,3.69E-02,          ,          ,          ,          ,36310000,
 DSO 2     3626,          ,          ,          ,          ,3.10E-01,2.70E-01,1.71E-01,7.94E-03,36318088,
 DSO 1     3632,1.873,-3.97E-01,3.97E-01,3.10E-02,          ,          ,          ,          ,36320000,
 DSO 2     3627,          ,          ,          ,          ,3.18E-02,9.13E-02,3.29E-01,1.07E-02,36328088,
 DSO 1     3633,1.984,-5.159,1.389,3.33E-02,          ,          ,          ,          ,36330000,
 DSO 2     3628,          ,          ,          ,          ,1.91E-01,2.10E-01,7.14E-02,5.16E-03,36338088,
 DSO 1     3634,1.937,0,-1.19,1.67E-02,          ,          ,          ,          ,36340000,
 DSO 2     3629,          ,          ,          ,          ,3.89E-01,1.71E-01,9.13E-02,9.13E-03,36348088,
 DSO 1     3635,1.921,-1.587,-1.98E-01,2.62E-02,          ,          ,          ,          ,36350000,
 DSO 2     3630,          ,          ,          ,          ,3.69E-01,5.16E-02,4.68E-01,1.98E-02,36358088,
 DSO 1     3636,2.048,-3.175,-2.976,3.69E-02,          ,          ,          ,          ,36360000,
 DSO 2     3631,          ,          ,          ,          ,3.89E-01,3.10E-01,2.50E-01,1.35E-02,36368088,
 DSO 1     3637,2.079,-7.94E-01,-3.373,3.93E-02,          ,          ,          ,          ,36370000,
 DSO 2     3632,          ,          ,          ,          ,3.49E-01,2.50E-01,5.08E-01,2.30E-02,36378088,
 DSO 1     3638,2,-1.984,9.92E-01,2.62E-02,          ,          ,          ,          ,36380000,
 DSO 2     3633,          ,          ,          ,          ,3.69E-01,2.30E-01,2.90E-01,1.47E-02,36388088,
 DSO 1     3639,2.175,-3.97E-01,-2.183,3.45E-02,          ,          ,          ,          ,36390000,
 DSO 2     3634,          ,          ,          ,          ,4.29E-01,-6.75E-02,2.10E-01,1.03E-02,36398088,
 DSO 1     3640,2.063,-1.587,-1.98E-01,3.45E-02,          ,          ,          ,          ,36400000,
 DSO 2     3635,          ,          ,          ,          ,3.10E-01,-2.78E-02,3.10E-01,8.73E-03,36408088,
 DSO 1     3641,2.095,-2.976,0,3.93E-02,          ,          ,          ,          ,36410000,
 DSO 2     3636,          ,          ,          ,          ,2.70E-01,5.16E-02,3.89E-01,8.73E-03,36418088,
 DSO 1     3642,1.984,-4.563,3.373,2.38E-02,          ,          ,          ,          ,36420000,
 DSO 2     3637,          ,          ,          ,          ,3.69E-01,3.18E-02,1.31E-01,9.92E-03,36428088,
 DSO 1     3643,2.016,0,1.984,2.38E-02,          ,          ,          ,          ,36430000,
 DSO 2     3638,          ,          ,          ,          ,3.49E-01,1.51E-01,3.29E-01,1.98E-02,36438088,
 DSO 1     3644,1.937,1.19,3.571,2.98E-02,          ,          ,          ,          ,36440000,
 DSO 2     3639,          ,          ,          ,          ,2.50E-01,2.30E-01,7.66E-01,1.67E-02,36448088,
 DSO 1     3645,2.143,-3.373,-4.365,4.17E-02,          ,          ,          ,          ,36450000,
 DSO 2     3640,          ,          ,          ,          ,1.31E-01,2.50E-01,3.89E-01,1.98E-02,36458088,
 DSO 1     3646,2.095,-2.778,-1.587,3.81E-02,          ,          ,          ,          ,36460000,
 DSO 2     3641,          ,          ,          ,          ,1.91E-01,2.30E-01,2.10E-01,2.14E-02,36468088,
 DSO 1     3647,1.968,2.381,-2.183,3.21E-02,          ,          ,          ,          ,36470000,
 DSO 2     3642,          ,          ,          ,          ,4.88E-01,4.29E-01,9.13E-02,7.14E-03,36478088,
 DSO 1     3648,2.19,-5.95E-01,-2.579,2.98E-02,          ,          ,          ,          ,36480000,
 DSO 2     3643,          ,          ,          ,          ,2.50E-01,1.11E-01,3.29E-01,6.75E-03,36488088,
 DSO 1     3649,2,1.98E-01,-3.97E-01,4.88E-02,          ,          ,          ,          ,36490000,
 DSO 2     3644,          ,          ,          ,          ,3.89E-01,7.14E-02,5.48E-01,9.52E-03,36498088,
 DSO 1     3650,1.952,-4.563,9.92E-01,2.02E-02,          ,          ,          ,          ,36500000,
 DSO 2     3645,          ,          ,          ,          ,4.29E-01,3.69E-01,1.31E-01,2.30E-02,36508088,
 DSO 1     3651,2.254,-1.98E-01,7.94E-01,3.57E-02,          ,          ,          ,          ,36510000,
 DSO 2     3646,          ,          ,          ,          ,5.28E-01,-1.07E-01,3.10E-01,1.39E-02,36518088,
 DSO 1     3652,2.333,-2.778,-1.98E-01,1.91E-02,          ,          ,          ,          ,36520000,
 DSO 2     3647,          ,          ,          ,          ,9.13E-02,1.19E-02,5.87E-01,1.43E-02,36528088,
 DSO 1     3653,2,-1.786,1.98E-01,2.74E-02,          ,          ,          ,          ,36530000,
 DSO 2     3648,          ,          ,          ,          ,3.10E-01,1.11E-01,4.88E-01,1.19E-02,36538088,
 DSO 1     3654,2.079,-3.373,0,2.02E-02,          ,          ,          ,          ,36540000,
 DSO 2     3649,          ,          ,          ,          ,4.88E-01,7.14E-02,3.18E-02,1.59E-02,36548088,
 DSO 1     3655,2.19,9.92E-01,-3.373,4.88E-02,          ,          ,          ,          ,36550000,
 DSO 2     3650,          ,          ,          ,          ,2.70E-01,4.68E-01,-6.75E-02,7.54E-03,36558088,
 DSO 1     3656,1.984,-1.786,-5.95E-01,2.86E-02,          ,          ,          ,          ,36560000,
 DSO 2     3651,          ,          ,          ,          ,-1.27E-01,2.90E-01,3.29E-01,1.31E-02,36568088,
 DSO 1     3657,2.032,-4.563,1.19,4.29E-02,          ,          ,          ,          ,36570000,
 DSO 2     3652,          ,          ,          ,          ,3.69E-01,3.10E-01,2.50E-01,8.73E-03,36578088,
 DSO 1     3658,1.889,-1.984,1.786,1.67E-02,          ,          ,          ,          ,36580000,
 DSO 2     3653,          ,          ,          ,          ,4.68E-01,3.49E-01,3.29E-01,1.79E-02,36588088,
 DSO 1     3659,1.905,-1.984,3.175,3.45E-02,          ,          ,          ,          ,36590000,
 DSO 2     3654,          ,          ,          ,          ,2.90E-01,5.08E-01,3.89E-01,1.75E-02,36598088,
 DSO 1     3660,2.032,-1.587,3.175,1.55E-02,          ,          ,          ,          ,36600000,
 DSO 2     3655,          ,          ,          ,          ,3.49E-01,2.30E-01,4.29E-01,9.52E-03,36608088,
 DSO 1     3661,1.937,1.98E-01,1.19,2.98E-02,          ,          ,          ,          ,36610000,
 DSO 2     3656,          ,          ,          ,          ,2.50E-01,7.14E-02,6.47E-01,1.91E-02,36618088,
 DSO 1     3662,2.063,-1.587,-7.94E-01,2.86E-02,          ,          ,          ,          ,36620000,
 DSO 2     3657,          ,          ,          ,          ,3.10E-01,7.14E-02,4.88E-01,1.98E-02,36628088,
 DSO 1     3663,2.222,-3.571,-1.19,3.69E-02,          ,          ,          ,          ,36630000,
 DSO 2     3658,          ,          ,          ,          ,-7.94E-03,4.09E-01,1.11E-01,1.39E-02,36638088,
 DSO 1     3664,2.127,3.968,-1.786,2.74E-02,          ,          ,          ,          ,36640000,
 DSO 2     3659,          ,          ,          ,          ,9.13E-02,1.51E-01,1.71E-01,1.43E-02,36648088,
 DSO 1     3665,2.143,-3.77,1.98E-01,5.00E-02,          ,          ,          ,          ,36650000,
 DSO 2     3660,          ,          ,          ,          ,2.10E-01,9.13E-02,2.70E-01,5.16E-03,36658088,
 DSO 1     3666,1.81,-3.373,3.77,2.98E-02,          ,          ,          ,          ,36660000,
 DSO 2     3661,          ,          ,          ,          ,3.49E-01,1.51E-01,1.31E-01,1.55E-02,36668088,
 DSO 1     3667,1.937,3.968,1.786,4.52E-02,          ,          ,          ,          ,36670000,
 DSO 2     3662,          ,          ,          ,          ,1.91E-01,2.70E-01,5.48E-01,6.75E-03,36678088,
 DSO 1     3668,1.937,-1.786,3.77,4.64E-02,          ,          ,          ,          ,36680000,
 DSO 2     3663,          ,          ,          ,          ,5.48E-01,4.09E-01,2.90E-01,1.59E-02,36688088,
 DSO 1     3669,1.889,-2.579,7.94E-01,3.81E-02,          ,          ,          ,          ,36690000,
 DSO 2     3664,          ,          ,          ,          ,3.10E-01,1.19E-02,2.70E-01,1.67E-02,36698088,
 DSO 1     3670,2.079,-2.183,-2.579,2.86E-02,          ,          ,          ,          ,36700000,
 DSO 2     3665,          ,          ,          ,          ,4.29E-01,2.10E-01,2.50E-01,1.63E-02,36708088,
 DSO 1     3671,1.984,3.97E-01,-3.97E-01,3.69E-02,          ,          ,          ,          ,36710000,
 DSO 2     3666,          ,          ,          ,          ,2.50E-01,3.10E-01,6.67E-01,1.27E-02,36718088,
 DSO 1     3672,2.175,1.389,1.19,1.79E-02,          ,          ,          ,          ,36720000,
 DSO 2     3667,          ,          ,          ,          ,2.10E-01,9.13E-02,2.90E-01,7.94E-03,36728088,
 DSO 1     3673,2.048,2.381,-3.373,3.10E-02,          ,          ,          ,          ,36730000,
 DSO 2     3668,          ,          ,          ,          ,3.89E-01,1.91E-01,2.50E-01,1.39E-02,36738088,
